FMID,season,seasonOpenning,seasonClosing,seasonTime
1012781,"September - December","September "," December","Sat: 8:00 AM-12:00 PM;"
1005856,"June - October","June ",October,"Sun: 9:00 AM-2:00 PM;"
1003238,"January - December","January "," December","Sat: 9:00 AM-12:00 PM;Sun: 12:00 PM-3:00 PM;"
1002008,"June - October","June ",October,"Tue: 7:30 AM-12:00 PM;"
1004876,"January - December","January "," December","Sun: 10:00 AM-2:00 PM;"
1012241,"July - September","July "," September","Thu: 8:00 AM-1:00 PM;"
1005906,"January - January","January ",January,"Sat: 9:00 AM-2:00 PM;"
1005932,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1008856,"June - September","June "," September","Tue: 3:00 PM-6:00 PM;Thu: 3:00 PM-6:00 PM;Sat: 7:00 AM-11:00 AM;"
1002235,"May - September","May "," September","Sat: 8:00 AM-11:30 AM;"
1018887,"January - December","January "," December","Fri: 9:00 AM-1:00 PM;"
1019058,"May - October","May ",October,"Thu: 4:00 PM-7:00 PM;"
1008040,"May - September","May "," September","Sat: 8:00 AM-1:00 PM;"
1009002,"April - September","April "," September","Wed: 8:00 AM-12:00 PM;"
1003927,"May - October","May ",October,"Wed: 5:00 PM-6:30 PM;"
1005368,"April - December","April "," December","Mon:9:00 am - 6:00 pm;Tue:9:00 am - 6:00 pm;Wed:9:00 am - 6:00 pm;Thu:9:00 am - 6:00 pm;Fri:9:00 am - 6:00 pm;Sat:9:00 am - 6:00 pm;sun:10:00 am - 5:00 pm;"
1004210,"January - December","January "," December","Tue:6:00 am - 3:00 pm;Fri:6:00 am - 3:00 pm;Sat:6:00 am - 3:00 pm;"
1018746,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1005075,"July - September","July "," September","Fri: 11:00 AM-1:30 PM;"
1011772,"January - December","January "," December","Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 8:00 AM-5:00 PM;"
1019368,"May - July","May "," July","Thu: 4:00 PM-8:00 PM;"
1005816,"June - October","June ",October,"Fri:9:00 AM - 1:00 PM;"
1012031,"June - September","June "," September","Sat: 10:00 AM-3:00 PM;"
1001304,"June - September","June "," September","Thu: 10:00 AM-2:00 PM;"
1019022,"July - September","July "," September","Wed: 3:00 PM-7:00 PM;"
1000188,"November - May","November "," May","Sat: 10:00 AM-1:00 PM;"
1019185,"January - December","January "," December","Mon: 4:00 PM-8:30 PM;"
1000603,"June - September","June "," September","Sat: 9:00 AM-1:00 PM;"
1011972,"June - October","June ",October,"Thu: 3:00 PM-7:00 PM;"
1008790,"June - September","June "," September","Wed: 3:00 PM-6:00 PM;"
1008160,"October - March","October "," March","Fri: 11:00 AM-1:00 PM;"
1005150,"June - August","June "," August","Wed: 11:00 AM-5:00 PM;"
1000508,"April - October","April ",October,"Sat: 8:00 AM-12:00 PM;"
1011983,"June - October","June ",October,"Sat: 9:00 AM-12:00 PM;"
1012189,"June - October","June ",October,"Thu: 9:30 AM-1:00 PM;"
1019189,"May - November","May ",November,"Wed: 11:00 AM-2:00 PM;Sat: 9:00 AM-2:00 PM;"
1018108,"December - December","December "," December","Sat: 11:00 AM-5:00 PM;"
1008834,"May - October","May ",October,"Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-12:00 PM;Sun: 0:00 AM-;"
1008339,"November - April","November "," April","Fri: 3:00 PM-7:00 PM;"
1000939,"June - October","June ",October,"Sat: 9:00 AM-12:00 PM;"
1011053,"June - September","June "," September","Thu: 3:00 PM-6:00 PM;"
1002192,"June - June","June "," June","Sat:8:00 AM - 11:00 AM;"
1001431,"October - December","October "," December","Sat:7:00 AM - 1:00 PM;"
1010866,"November - May","November "," May","Wed: 9:00 AM-2:00 PM;"
1005121,"May - October","May ",October,"Sat: 7:30 AM-12:30 PM;"
1004007,"November - April","November "," April","Sat:8:00 AM - 11:00 AM;"
1012539,"June - September","June "," September","Thu: 10:00 AM-4:00 PM;"
1002929,"June - October","June ",October,"Fri: 2:00 PM-6:00 PM;"
1012229,"May - October","May ",October,"Fri: 3:00 PM-7:00 PM;"
1001898,"May - October","May ",October,"sun:11:00 am - 3:00 pm;"
1008618,"May - September","May "," September","Sat: 8:00 AM-;"
1008681,"May - November","May ",November,"Mon: 10:00 AM-6:00 PM;Tue: 10:00 AM-6:00 PM;Wed: 10:00 AM-6:00 PM;Thu: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-6:00 PM;"
1011347,"January - December","January "," December","Sun: 10:00 AM-2:00 PM;"
1012047,"May - November","May ",November,"Sat: 9:00 AM-1:00 PM;"
1018591,"June - September","June "," September","Sat: 10:00 AM-2:00 PM;"
1001175,"May - October","May ",October,"Sat:8:00 am - 11:00 am;"
1018976,"May - October","May ",October,"Thu: 4:30 PM-7:30 PM;"
1011139,"June - ","June "," ","Wed: 3:30 PM-6:00 PM;"
1006178,"May - September","May "," September","Thu:8:00 am - 12:10 pm;"
1006179,"June - October","June ",October,"Wed:8:00 am - 12:10 pm;"
1001281,"July - September","July "," September","Sat: 9:00 AM-1:00 PM;"
1008682,"June - October","June ",October,"Thu: 10:00 AM-5:00 PM;"
1008683,"July - October","July ",October,"Sun: 8:00 AM-3:00 PM;"
1000816,"April - October","April ",October,"Sat: 9:00 AM-1:00 PM;"
1005642,"July - August","July "," August","Thu: 12:00 PM-5:00 PM;"
1003199,"January - December","January "," December","Mon: 8:30 AM-6:00 PM;Tue: 8:30 AM-6:00 PM;Wed: 8:30 AM-6:00 PM;Thu: 8:30 AM-6:00 PM;Fri: 8:30 AM-6:00 PM;Sat: 8:30 AM-6:00 PM;Sun: 12:00 PM-4:00 PM;"
1001506,"June - September","June "," September","Fri: 11:00 AM-5:00 PM;"
1019300,"June - August","June "," August","Tue: 5:00 PM-8:00 PM;"
1002433,"June - September","June "," September","sun:9:00 am - 1:00 pm;"
1006589,"June - September","June "," September","sun:10:00 AM - 2:00 PM;"
1018258,"June - September","June "," September","Sat: 9:00 AM-1:00 PM;"
1009851,"January - December","January "," December","Sat: 10:00 AM-1:00 PM;"
1018720,"July - October","July ",October,"Sat: 9:00 AM-12:00 PM;"
1004378,"July - September","July "," September","Wed: 4:00 PM-6:00 PM;"
1006370,"May - October","May ",October,"Thu: 8:00 AM-1:00 PM;"
1019487,"May - December","May "," December","Wed: 8:00 AM-12:00 PM;"
1010969,"April - November","April ",November,"Sun: 10:00 AM-4:00 PM;"
1005549,"June - October","June ",October,"Thu: 3:30 PM-6:30 PM;"
1009988,"May - September","May "," September","Fri: 3:00 PM-7:00 PM;"
1019490,"May - November","May ",November,"Fri: 8:00 AM-12:00 PM;"
1010639,"June - August","June "," August","Tue: 3:00 PM-7:00 PM;"
1010016,"June - October","June ",October,"Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;"
1004014,"June - October","June ",October,"Thu:1:00 PM - 6:00 PM;"
1011038,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1008713,"May - October","May ",October,"Tue: 11:00 AM-3:00 PM;Sat: 8:00 AM-12:00 PM;"
1010296,"January - December","January "," December","Mon: 7:00 AM-5:00 PM;Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-6:00 PM;Sat: 7:00 AM-6:00 PM;Sun: 9:00 AM-3:00 PM;"
1006713,"May - October","May ",October,"Thu:1:00 PM - 7:00 PM;"
1001490,"May - September","May "," September","Tue: 1:00 PM-5:30 PM;"
1001491,"May - October","May ",October,"Sat: 8:00 AM-1:00 PM;"
1010028,"June - October","June ",October,"Thu: 3:00 PM-7:00 PM;"
1000013,"May - November","May ",November,"Thu: 3:00 PM-7:00 PM;"
1018908,"April ","April ",,"Mon: 9:00 AM-4:00 PM;Tue: 9:00 AM-4:00 PM;Wed: 9:00 AM-4:00 PM;Thu: 9:00 AM-4:00 PM;Fri: 9:00 AM-4:00 PM;"
1017913,"June - September","June "," September","Sat: 8:00 AM-12:00 PM;"
1010314,"January - December","January "," December","Tue: 4:00 PM-7:00 PM;"
1011657,"June - October","June ",October,"Thu: 4:00 PM-6:30 PM;"
1017932,"May - October","May ",October,"Fri: 10:30 AM-1:30 PM;"
1010290,"November - April","November "," April","Sun: 11:00 AM-3:00 PM;"
1018406,"June - October","June ",October,"Thu: 2:00 PM-7:00 PM;"
1011791,"June - September","June "," September","Wed: 2:00 PM-6:00 PM;"
1011162,"December - December","December "," December","Sat: 10:00 AM-1:00 PM;"
1005128,"June - October","June ",October,"Thu: 2:00 PM-6:00 PM;"
1001915,"June - October","June ",October,"Sat: 9:00 AM-1:00 PM;"
1006189,"May - October","May ",October,"Fri:12:00 PM - 2:00 PM;"
1008246,"June - October","June ",October,"Tue: 4:00 PM-7:00 PM;"
1002905,"January - December","January "," December","Sun: 9:00 AM-1:00 PM;"
1001578,"May - November","May ",November,"Wed: 8:00 AM-3:00 PM;"
1012668,"May - October","May ",October,"Wed: 11:30 AM-6:00 PM;Sat: 8:00 AM-1:00 PM;"
1003903,"June - September","June "," September","Fri: 2:00 PM-6:30 PM;"
1004575,"April - December","April "," December","Sat:8:00 AM - 12:00 PM;"
1011302,"March - December","March "," December","Sat: 10:00 AM-3:00 PM;"
1011225,"January - December","January "," December","Sat: 8:00 AM-1:00 PM;"
1011765,"January - December","January "," December","Sun: 8:00 AM-1:00 PM;"
1011470,"June - September","June "," September","Thu: 4:00 PM-7:00 PM;"
1004417,"May - October","May ",October,"Tue: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;"
1004018,"June - October","June ",October,"Sun: 10:00 AM-3:00 PM;"
1011306,"July - October","July ",October,"Sat: 9:00 AM-1:00 PM;"
1018093,"June - October","June ",October,"Sat: 10:00 AM-2:00 PM;"
1001767,"April - October","April ",October,"Sat:9:00 am - 1:00 pm;"
1019464,"April - October","April ",October,"Sat: 9:00 AM-2:00 PM;"
1018659,"January - December","January "," December","Wed: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;"
1004632,"May - October","May ",October,"Wed:7:00 am - 1:00 pm;Sat:7:00 am - 1:00 pm;"
1003811,"June - June","June "," June","Wed:7:30 am - 1:30 pm;"
1003677,"June - October","June ",October,"Wed: 3:00 PM-6:00 PM;"
1011837,"June - October","June ",October,"Fri: 9:00 AM-12:00 PM;"
1018357,"April - October","April ",October,"Tue: 2:00 PM-6:00 PM;Fri: 8:00 AM-1:00 PM;"
1012094,"June - October","June ",October,"Thu: 10:00 AM-2:00 PM;"
1004044,"May - October","May ",October,"Thu:9:00 AM - 2:00 PM;"
1004825,"May - October","May ",October,"Fri:3:00 PM - 6:00 PM;"
1005279,"June - November","June ",November,"Sat: 9:00 AM-2:00 PM;"
1008810,"April - October","April ",October,"Sat: 8:00 AM-11:00 AM;"
1008562,"May - May","May "," May","Wed: 7:30 AM-4:30 PM;"
1019137,"June - September","June "," September","Sat: 10:00 AM-2:00 PM;"
1010397,"April ","April ",,"Wed: 10:00 AM-1:00 PM;"
1000021,"May - October","May ",October,"Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-11:00 AM;"
1006858,"May - October","May ",October,"Wed:11:00 AM - 2:00 PM;"
1012515,"June - September","June "," September","Fri: 1:00 PM-5:00 PM;"
1006119,"June - October","June ",October,"Sat: 9:00 AM-1:00 PM;"
1010278,"May - October","May ",October,"Sat: 10:00 AM-3:00 PM;"
1000946,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1008837,"May - October","May ",October,"Wed: 9:00 AM-12:30 PM;Sat: 9:00 AM-12:30 PM;"
1010185,"March - April","March "," April","Sat: 9:00 AM-12:30 PM;"
1011076,"November - April","November "," April","Sat: 9:00 AM-12:00 PM;"
1006374,"May - October","May ",October,"Tue:2:00 pm - 6:00 pm;Fri:2:00 pm - 6:00 pm;"
1019191,"May - October","May ",October,"Wed: 3:00 AM-6:00 PM;"
1012396,"May - October","May ",October,"Thu: 4:00 PM-7:00 PM;"
1018174,"May - October","May ",October,"Wed: 11:00 AM-6:00 PM;Sat: 7:00 AM-1:00 PM;"
1006072,"April - September","April "," September","Sat:8:30 am - 12:00 pm;"
1012022,"April - October","April ",October,"Sat: 8:30 AM-12:30 PM;"
1000204,"January - April","January "," April","Sat: 10:00 AM-12:00 PM;"
1012187,"May - October","May ",October,"Tue: 3:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;"
1012786,"November - December","November "," December","Sat: 9:00 AM-1:00 PM;"
1003835,"January - December","January "," December","Wed: 9:00 AM-1:00 PM;"
1011159,"May - October","May ",October,"Mon: 7:00 AM-5:00 PM;Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-5:00 PM;Sat: 7:00 AM-5:00 PM;"
1000673,"May - September","May "," September","Sat:9:00 AM - 12:00 PM;"
1002856,"January - December","January "," December","Fri: 7:00 AM-5:00 PM;Sat: 7:00 AM-5:00 PM;Sun: 7:00 AM-5:00 PM;"
1005633,"May - October","May ",October,"Sat: 8:00 AM-12:30 PM;"
1006681,"June - October","June ",October,"Sat: 9:00 AM-1:00 PM;"
1004289,"May - October","May ",October,"Thu: 3:00 PM-8:00 PM;"
1011258,"May - September","May "," September","Sun: 10:00 AM-2:00 PM;"
1009827,"June - October","June ",October,"Sat: 9:00 AM-1:00 PM;"
1011712,"June - October","June ",October,"Sat: 10:00 AM-1:00 PM;"
1011713,"November - April","November "," April","Sat: 10:00 AM-1:00 PM;"
1012141,"May - October","May ",October,"Sat: 9:00 AM-1:00 PM;"
1009658,"January - December","January "," December","Tue: 11:30 AM-12:30 PM;"
1009951,"January - December","January "," December","Sun: 8:00 AM-11:00 AM;"
1012523,"October - October","October ",October,"Sat: 9:00 AM-1:00 PM;"
1012398,"January - December","January "," December","Sun: 11:00 AM-3:00 PM;"
1012007,"April - October","April ",October,"Sat: 8:00 AM-1:00 PM;"
1003182,"January - December","January "," December","Sat:8:00 am - 1:00 pm;"
1004478,"June - October","June ",October,"Fri:8:00 AM - 3:00 PM;"
1000716,"April - October","April ",October,"Tue: 4:00 PM-7:00 PM;"
1010485,"May - October","May ",October,"Tue: 3:00 PM-6:00 PM;"
1018743,"May - September","May "," September","Sun: 10:00 AM-3:00 PM;"
1000792,"May - September","May "," September","Wed: 4:00 PM-8:00 PM;"
1001709,"January - December","January "," December","Sat: 9:00 AM-1:00 PM;"
1004657,"May - October","May ",October,"Sat: 8:00 AM-1:00 PM;"
1010571,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1010287,"June - September","June "," September","Thu: 8:30 AM-12:30 PM;"
1018575,"May - September","May "," September","Wed: 3:00 PM-7:00 PM;"
1011440,"January - December","January "," December","Sun: 8:00 AM-1:00 PM;"
1002333,"June - October","June ",October,"Thu: 1:00 PM-6:00 PM;"
1018486,"April - October","April ",October,"Fri: 3:00 PM-6:00 PM;"
1006113,"June - September","June "," September","Wed:4:00 pm - 7:00 pm;"
1002191,June,"June ",,"Mon: 7:00 AM-7:00 PM;Tue: 7:00 AM-7:00 PM;Wed: 7:00 AM-7:00 PM;Thu: 7:00 AM-7:00 PM;Fri: 7:00 AM-7:00 PM;Sat: 7:00 AM-7:00 PM;Sun: 7:00 AM-7:00 PM;"
1001528,"November - April","November "," April","Sat: 9:00 AM-1:00 PM;"
1001158,"May - October","May ",October,"Sun: 9:30 AM-2:00 PM;"
1005392,"May - October","May ",October,"Thu:4:30 pm - 6:30 pm;"
1019239,"May - October","May ",October,"Sat: 8:00 AM-12:00 PM;"
1008219,"June - October","June ",October,"Fri: 8:00 AM-12:00 PM;"
1006416,"May - October","May ",October,"Sat: 8:00 AM-1:00 PM;"
1002885,"May - October","May ",October,"Sat: 8:30 AM-11:00 AM;"
1008195,"June - October","June ",October,"Thu: 4:00 PM-7:00 PM;"
1005169,"November - December","November "," December","Mon:6:00 AM - 1:00 PM;Tue:6:00 AM - 1:00 PM;Wed:6:00 AM - 1:00 PM;Thu:6:00 AM - 1:00 PM;Fri:6:00 AM - 1:00 PM;Sat:6:00 AM - 2:00 PM;sun:6:00 AM - 2:00 PM;"
1005170,"May - October","May ",October,"Thu:6:00 AM - 6:00 PM;"
1012663,"June - November","June ",November,"Wed: 3:00 PM-6:00 PM;"
1012417,"June - September","June "," September","Tue: 3:00 PM-7:00 PM;"
1000688,"January - December","January "," December","Wed:3:30 pm - 5:30 pm;Sat:8:00 am - 12:00 pm;"
1010582,"May - October","May ",October,"Fri: 8:00 AM-1:00 PM;"
1011483,"January - December","January "," December","Wed: 10:00 AM-2:00 PM;"
1003490,"April - December","April "," December","Thu:4:00 PM - 8:00 PM;"
1016862,"June - September","June "," September","Thu: 4:30 PM-8:00 PM;"
1008292,"June - November","June ",November,"Thu: 11:00 AM-6:00 PM;"
1009077,"November - April","November "," April","Sat: 8:00 AM-2:00 PM;"
1018939,"June - September","June "," September","Tue: 5:30 PM-7:00 PM;"
1003604,"July - September","July "," September","Thu: 5:00 PM-6:00 PM;"
1003461,"November - April","November "," April","Sat: 12:00 PM-4:00 PM;"
1010037,"January - December","January "," December","Wed: 9:00 AM-2:00 PM;"
1008268,"May - October","May ",October,"Thu: 5:00 PM-8:00 PM;"
1010788,"April - November","April ",November,"Wed: 3:00 PM-6:00 PM;"
1018368,"March - December","March "," December","Thu: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;"
1002307,"May - October","May ",October,"Wed: 2:00 PM-5:00 PM;"
1001115,"June - August","June "," August","Wed: 3:30 PM-6:30 PM;"
1018842,"April - December","April "," December","Thu: 3:00 PM-7:00 PM;"
1001104,"May - October","May ",October,"Mon: 7:00 AM-11:30 AM;"
1011250,"May - September","May "," September","Sat: 8:00 AM-12:00 PM;"
1009871,"June - October","June ",October,"Fri: 3:00 PM-6:00 PM;"
1006547,"November - December","November "," December","Sat: 7:00 AM-1:00 PM;"
1008812,"June - October","June ",October,"Tue: 9:00 AM-;Thu: 9:00 AM-;Sat: 9:00 AM-;"
1009081,"May - October","May ",October,"Sat: 9:00 AM-12:00 PM;"
1010201,"June - October","June ",October,"Tue: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;"
1008128,"January - December","January "," December","Tue: -12:00 PM;Sun: 5:00 PM-;"
1003889,"June - October","June ",October,"Wed: 9:00 AM-3:00 PM;"
1006938,"October - November","October ",November,"Mon: 7:00 AM-12:00 PM;Wed: 7:00 AM-12:00 PM;Fri: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;"
1011104,"May - October","May ",October,"Sun: 8:00 AM-12:00 PM;"
1011267,"May - October","May ",October,"Sat: 8:30 AM-12:30 PM;"
1012314,"November - April","November "," April","Sat: 9:00 AM-1:00 PM;"
1006043,"June - October","June ",October,"Wed:4:00 PM - 7:00 PM;"
1004396,"May - September","May "," September","Thu: 3:00 PM-6:00 PM;"
1018209,"November - February","November "," February","Sun: 10:00 AM-2:00 PM;"
1007355,"January - December","January "," December","sun:9:00 AM - 1:00 PM;"
1010452,"January - December","January "," December","Wed: 4:00 PM-8:00 PM;"
1012779,"July - September","July "," September","Fri: 8:00 AM-1:00 PM;"
1012420,"June - October","June ",October,"Tue: 4:00 PM-6:00 PM;"
1002537,"January - December","January "," December","Fri: 10:00 AM-2:00 PM;"
1004297,"June - August","June "," August","Mon: 3:00 PM-6:00 PM;"
1004492,"June - October","June ",October,"Thu: 3:30 PM-6:30 PM;Sat: 8:00 AM-1:00 PM;"
1000493,"June - August","June "," August","Fri:3:00 PM - 7:00 PM;"
1008515,"May - November","May ",November,"Wed: 2:00 PM-6:00 PM;"
1007337,"June - October","June ",October,"Wed:7:00 AM - 3:00 PM;Sat:7:00 AM - 3:00 PM;"
1006263,"April - November","April ",November,"Thu: 1:30 PM-5:30 PM;"
1018337,"May - September","May "," September","Sat: 9:00 AM-1:00 PM;"
1018862,"May - October","May ",October,"Sat: 9:00 AM-12:30 PM;"
1018863,"November - December","November "," December","Sat: 9:30 AM-12:30 PM;"
1002538,"March - December","March "," December","Sat: 9:00 AM-2:00 PM;"
1011900,"May - October","May ",October,"Tue: 4:00 PM-7:00 PM;"
1003060,"May - October","May ",October,"Wed:3:00 pm - 5:30 pm;Sat:7:00 am - 11:00 am;"
